epoch,iteration,loss,accuracy,learning_rate
0,0,0.000000,0.142600,0.001000
0,1000,2.291671,0.201400,0.001000
0,2000,2.255902,0.249500,0.001000
0,3000,2.206964,0.306700,0.001000
0,4000,2.187123,0.361000,0.001000
0,5000,2.135267,0.405800,0.001000
0,6000,2.085926,0.439900,0.001000
0,7000,2.029802,0.473000,0.001000
0,8000,2.025703,0.496000,0.001000
0,9000,1.947886,0.525800,0.001000
0,10000,1.877688,0.546100,0.001000
0,11000,1.810443,0.585000,0.001000
0,12000,1.787083,0.601700,0.001000
0,13000,1.747415,0.640900,0.001000
0,14000,1.667611,0.656200,0.001000
0,15000,1.670554,0.682200,0.001000
0,16000,1.561772,0.689100,0.001000
0,17000,1.499341,0.709300,0.001000
0,18000,1.488884,0.722400,0.001000
0,19000,1.351867,0.743900,0.001000
0,20000,1.244624,0.763700,0.001000
0,21000,1.251311,0.767300,0.001000
0,22000,1.122575,0.781400,0.001000
0,23000,1.154650,0.785700,0.001000
0,24000,1.056954,0.792000,0.001000
0,25000,1.071107,0.796900,0.001000
0,26000,0.934603,0.799600,0.001000
0,27000,0.961762,0.806200,0.001000
0,28000,0.931484,0.809100,0.001000
0,29000,0.832335,0.813700,0.001000
0,30000,0.908893,0.820100,0.001000
0,31000,0.917080,0.818900,0.001000
0,32000,0.901570,0.821400,0.001000
0,33000,0.837798,0.829300,0.001000
0,34000,0.738870,0.826500,0.001000
0,35000,0.727116,0.826900,0.001000
0,36000,0.697793,0.832900,0.001000
0,37000,0.636968,0.836200,0.001000
0,38000,0.722656,0.838900,0.001000
0,39000,0.659076,0.844000,0.001000
0,40000,0.703400,0.845600,0.001000
0,41000,0.588615,0.847500,0.001000
0,42000,0.692368,0.843100,0.001000
0,43000,0.673767,0.849500,0.001000
0,44000,0.565601,0.849900,0.001000
0,45000,0.606658,0.854500,0.001000
0,46000,0.620677,0.855300,0.001000
0,47000,0.575059,0.855600,0.001000
0,48000,0.582845,0.856400,0.001000
0,49000,0.489028,0.859500,0.001000
0,50000,0.680063,0.860000,0.001000
0,51000,0.578887,0.864100,0.001000
0,52000,0.475231,0.866200,0.001000
0,53000,0.591840,0.863300,0.001000
0,54000,0.501121,0.864200,0.001000
0,55000,0.498687,0.867900,0.001000
0,56000,0.412673,0.869600,0.001000
0,57000,0.452704,0.872600,0.001000
0,58000,0.484900,0.873100,0.001000
0,59000,0.348959,0.873100,0.001000
0,60000,0.358925,0.871900,0.001000
1,61000,0.506787,0.873500,0.001000
1,62000,0.469814,0.873500,0.001000
1,63000,0.418762,0.876000,0.001000
1,64000,0.432507,0.876900,0.001000
1,65000,0.428742,0.878200,0.001000
1,66000,0.444201,0.880300,0.001000
1,67000,0.393379,0.880200,0.001000
1,68000,0.493598,0.881200,0.001000
1,69000,0.520652,0.878500,0.001000
1,70000,0.405142,0.881800,0.001000
1,71000,0.367548,0.883600,0.001000
1,72000,0.443352,0.878600,0.001000
1,73000,0.475278,0.885700,0.001000
1,74000,0.488041,0.884500,0.001000
1,75000,0.539871,0.887600,0.001000
1,76000,0.440585,0.889600,0.001000
1,77000,0.445975,0.889100,0.001000
1,78000,0.477521,0.889200,0.001000
1,79000,0.351315,0.891000,0.001000
1,80000,0.382196,0.890000,0.001000
1,81000,0.436886,0.887500,0.001000
1,82000,0.347956,0.892600,0.001000
1,83000,0.402183,0.889300,0.001000
1,84000,0.390376,0.893400,0.001000
1,85000,0.438985,0.895800,0.001000
1,86000,0.341956,0.894500,0.001000
1,87000,0.423484,0.894800,0.001000
1,88000,0.401932,0.895200,0.001000
1,89000,0.381131,0.897100,0.001000
1,90000,0.441563,0.894500,0.001000
1,91000,0.454854,0.895100,0.001000
1,92000,0.476831,0.898800,0.001000
1,93000,0.434705,0.899400,0.001000
1,94000,0.332988,0.901000,0.001000
1,95000,0.369510,0.901200,0.001000
1,96000,0.338725,0.899900,0.001000
1,97000,0.320747,0.899200,0.001000
1,98000,0.457437,0.901700,0.001000
1,99000,0.359351,0.900700,0.001000
1,100000,0.423435,0.901500,0.001000
1,101000,0.323505,0.901900,0.001000
1,102000,0.411539,0.900900,0.001000
1,103000,0.435622,0.903700,0.001000
1,104000,0.332807,0.902200,0.001000
1,105000,0.365681,0.902300,0.001000
1,106000,0.406110,0.903700,0.001000
1,107000,0.368060,0.900500,0.001000
1,108000,0.379428,0.903900,0.001000
1,109000,0.298053,0.904800,0.001000
1,110000,0.467850,0.900900,0.001000
1,111000,0.407590,0.903600,0.001000
1,112000,0.298262,0.903800,0.001000
1,113000,0.425754,0.903300,0.001000
1,114000,0.332848,0.903400,0.001000
1,115000,0.341879,0.906300,0.001000
1,116000,0.277118,0.905400,0.001000
1,117000,0.297705,0.907900,0.001000
1,118000,0.313461,0.906800,0.001000
1,119000,0.212454,0.905700,0.001000
1,120000,0.250131,0.905200,0.001000
